State,State Code,Bank Name (FDIC),Routing Number,Matched Institution Name (Fed),Routing Office City/State,Match Type,Note
Alabama,AL,Union State Bank,062203395,UNION STATE BANK,"PELL CITY, AL",Exact,
Alabama,AL,Union State Bank,062205034,UNION STATE BANK,"PELL CITY, AL",Exact,
Alabama,AL,United Bank,011110633,UNITED BANK,"SOUTH WINDSOR, CT",Exact,No routing number registered in AL; showing bank's routing number registered in CT
Alabama,AL,United Bank,011110646,UNITED BANK,"SOUTH WINDSOR, CT",Exact,No routing number registered in AL; showing bank's routing number registered in CT
Alabama,AL,United Bank,011307116,UNITED BANK,"SOUTH WINDSOR, CT",Exact,No routing number registered in AL; showing bank's routing number registered in CT
Alabama,AL,United Community Bank,053105059,UNITED COMMUNITY BANK,"BLAIRSVLLE, GA",Exact,No routing number registered in AL; showing bank's routing number registered in GA
Alabama,AL,United Community Bank,053111674,"UNITED COMMUNITY BANK, INC","BLAIRSVILLE, GA",Exact,No routing number registered in AL; showing bank's routing number registered in GA
Alabama,AL,United Community Bank,053112770,UNITED COMMUNITY BANK,"BLAIRSVILLE, GA",Exact,No routing number registered in AL; showing bank's routing number registered in GA
Alabama,AL,Valley National Bank,021201383,VALLEY NATIONAL BANK,"WAYNE, NJ",Exact,No routing number registered in AL; showing bank's routing number registered in NJ
Alabama,AL,Valley National Bank,021201600,VALLEY NATIONAL BANK,"WAYNE, NJ",Exact,No routing number registered in AL; showing bank's routing number registered in NJ
Alabama,AL,Valley National Bank,021203682,VALLEY NATL BANK,"WAYNE, NJ",Exact,No routing number registered in AL; showing bank's routing number registered in NJ
Alabama,AL,Valley State Bank,101104164,VALLEY STATE BANK,"BELLE PLAINE, KS",Exact,No routing number registered in AL; showing bank's routing number registered in KS
Alabama,AL,"Wells Fargo Bank, National Association",026073079,"WELLS FARGO BANK, NA","MINNEAPOLIS, MN",Exact,No routing number registered in AL; showing bank's routing number registered in MN
Alabama,AL,"Wells Fargo Bank, National Association",031302777,"WELLS FARGO BANK, N.A.","MINNEAPOLIS, MN",Exact,No routing number registered in AL; showing bank's routing number registered in MN
Alabama,AL,"Wells Fargo Bank, National Association",041203824,"WELLS FARGO BANK, N.A.","MINNEAPOLIS, MN",Exact,No routing number registered in AL; showing bank's routing number registered in MN
Alabama,AL,West Alabama Bank & Trust,062202202,WEST ALABAMA BANK & TRUST,"REFORM, AL",Exact,
Alabama,AL,West Alabama Bank & Trust,062205636,WEST ALABAMA BANK & TRUST,"REFORM, AL",Exact,
Alabama,AL,West Alabama Bank & Trust,062205704,WEST ALABAMA BANK & TRUST,"REFORM, AL",Exact,
Alabama,AL,West Alabama Bank & Trust,062205830,WEST ALABAMA BANK & TRUST,"REFORM, AL",Exact,
Alabama,AL,Woodforest National Bank,044115809,WOODFOREST NATIONAL BANK,"THE WOODLANDS, TX",Exact,No routing number registered in AL; showing bank's routing number registered in TX
Alabama,AL,Woodforest National Bank,053112592,WOODFOREST NATIONAL BANK,"THE WOODLANDS, TX",Exact,No routing number registered in AL; showing bank's routing number registered in TX
Alabama,AL,Woodforest National Bank,071926809,WOODFOREST NATIONAL BANK,"ROCKFORD, IL",Exact,No routing number registered in AL; showing bank's routing number registered in IL
Alaska,AK,Denali State Bank,125200921,DENALI STATE BANK,"FAIRBANKS, AK",Exact,
Alaska,AK,Denali State Bank,125200950,DENALI STATE BANK,"FAIRBANKS, AK",Exact,
Alaska,AK,First Bank,125200044,FIRST BANK,"KETCHIKAN, AK",Exact,
Alaska,AK,First National Bank Alaska,125200060,FIRST NATIONAL BANK ALASKA,"ANCHORAGE, AK",Exact,
Alaska,AK,KeyBank National Association,011807043,KEYBANK NATIONAL ASSOCIATION,"ALBANY, NY",Exact,No routing number registered in AK; showing bank's routing number registered in NY
Alaska,AK,KeyBank National Association,021110209,KEYBANK NATIONAL ASSOCIATION,"ALBANY, NY",Exact,No routing number registered in AK; showing bank's routing number registered in NY
Alaska,AK,KeyBank National Association,021313569,KEYBANK NATIONAL ASSOCIATION,"ALBANY, NY",Exact,No routing number registered in AK; showing bank's routing number registered in NY
Alaska,AK,Mt. McKinley Bank,325271268,MT MCKINLEY BANK,"FAIRBANKS, AK",Exact,
Alaska,AK,Northrim Bank,125200905,NORTHRIM BANK,"ANCHORAGE, AK",Exact,
Alaska,AK,Northrim Bank,125200934,NORTHRIM BANK,"ANCHORAGE, AK",Exact,
Alaska,AK,Northrim Bank,325270049,NORTHRIM BANK,"ANCHORAGE, AK",Exact,
Alaska,AK,"Wells Fargo Bank, National Association",026073079,"WELLS FARGO BANK, NA","MINNEAPOLIS, MN",Exact,No routing number registered in AK; showing bank's routing number registered in MN
Alaska,AK,"Wells Fargo Bank, National Association",031302777,"WELLS FARGO BANK, N.A.","MINNEAPOLIS, MN",Exact,No routing number registered in AK; showing bank's routing number registered in MN
Alaska,AK,"Wells Fargo Bank, National Association",041203824,"WELLS FARGO BANK, N.A.","MINNEAPOLIS, MN",Exact,No routing number registered in AK; showing bank's routing number registered in MN
Arizona,AZ,"Academy Bank, National Association",063112919,ACADEMY BANK NA,"KANSAS CITY, MO",Exact,No routing number registered in AZ; showing bank's routing number registered in MO
Arizona,AZ,"Academy Bank, National Association",101019482,ACADEMY BANK NA,"KANSAS CITY, MO",Exact,No routing number registered in AZ; showing bank's routing number registered in MO
Arizona,AZ,"Academy Bank, National Association",122106293,ACADEMY BANK NA,"KANSAS CITY, MO",Exact,No routing number registered in AZ; showing bank's routing number registered in MO
Arizona,AZ,Adams Bank & Trust,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Arizona,AZ,"Alerus Financial, National Association",091908700,"ALERUS FINANCIAL, NA","GRAND FORKS, ND",Exact,No routing number registered in AZ; showing bank's routing number registered in ND
Arizona,AZ,"Alerus Financial, National Association",096016985,"ALERUS FINANCIAL, N.A.","GRAND FORKS, ND",Exact,No routing number registered in AZ; showing bank's routing number registered in ND
Arizona,AZ,"Armed Forces Bank, National Association",122243017,"ARMED FORCES BANK, NA","KANSAS CITY, MO",Exact,No routing number registered in AZ; showing bank's routing number registered in MO
Arizona,AZ,Austin Capital Bank SSB,114994031,AUSTIN CAPITAL BANK SSB,"AUSTIN, TX",Exact,No routing number registered in AZ; showing bank's routing number registered in TX
Arizona,AZ,BMO Bank National Association,063113727,"BMO HARRIS BANK, N.A","NAPERVILLE, IL",Exact,No routing number registered in AZ; showing bank's routing number registered in IL
Arizona,AZ,BMO Bank National Association,063114580,"BMO HARRIS BANK, N.A","NAPERVILLE, IL",Exact,No routing number registered in AZ; showing bank's routing number registered in IL
Arizona,AZ,BMO Bank National Association,063115123,"BMO HARRIS BANK, N.A","NAPERVILLE, IL",Exact,No routing number registered in AZ; showing bank's routing number registered in IL
Arizona,AZ,BNC National Bank,091005807,BNC NATIONAL BANK,"BISMARCK, ND",Exact,No routing number registered in AZ; showing bank's routing number registered in ND
Arizona,AZ,BNC National Bank,091310754,BNC NATIONAL BANK,"BISMARCK, ND",Exact,No routing number registered in AZ; showing bank's routing number registered in ND
Arizona,AZ,BNC National Bank,122105896,BNC NATIONAL BANK,"LINTON, ND",Exact,No routing number registered in AZ; showing bank's routing number registered in ND
Arizona,AZ,"BOKF, National Association",082901392,"BOKF, N.A.","TULSA, OK",Exact,No routing number registered in AZ; showing bank's routing number registered in OK
Arizona,AZ,"BOKF, National Association",101000158,BOKF NA,"TULSA, OK",Exact,No routing number registered in AZ; showing bank's routing number registered in OK
Arizona,AZ,"BOKF, National Association",101015101,"BOKF, N.A.","TULSA, OK",Exact,No routing number registered in AZ; showing bank's routing number registered in OK
Arizona,AZ,"Bank of America, National Association",011000138,"BANK OF AMERICA, N.A.","HENRICO, VA",Exact,No routing number registered in AZ; showing bank's routing number registered in VA
Arizona,AZ,"Bank of America, National Association",011000206,BANK OF AMERICA N.A,"RICHMOND, VA",Exact,No routing number registered in AZ; showing bank's routing number registered in VA
Arizona,AZ,"Bank of America, National Association",011000390,BANK OF AMERICA N.A,"RICHMOND, VA",Exact,No routing number registered in AZ; showing bank's routing number registered in VA
Arizona,AZ,Bank of Colorado,107002448,BANK OF COLORADO,"FORT LUPTON, CO",Exact,No routing number registered in AZ; showing bank's routing number registered in CO
Arizona,AZ,Bank of Colorado,107006978,BANK OF COLORADO,"FORT LUPTON, CO",Exact,No routing number registered in AZ; showing bank's routing number registered in CO
Arizona,AZ,Bank of Colorado,302173732,BANK OF COLORADO,"FORT LUPTON, CO",Exact,No routing number registered in AZ; showing bank's routing number registered in CO
Arizona,AZ,Bank of England,082902139,BANK OF ENGLAND,"ENGLAND, AR",Exact,No routing number registered in AZ; showing bank's routing number registered in AR
Arizona,AZ,Bankers Trust Company,073000642,BANKERS TRUST COMPANY,"DES MONIES, IA",Exact,No routing number registered in AZ; showing bank's routing number registered in IA
Arizona,AZ,Bankers Trust Company,073922856,BANKERS TRUST COMPANY,"DES MOINES, IA",Exact,No routing number registered in AZ; showing bank's routing number registered in IA
Arizona,AZ,Banterra Bank,081215597,BANTERRA BANK,"MARION, IL",Exact,No routing number registered in AZ; showing bank's routing number registered in IL
Arizona,AZ,Banterra Bank,081222593,BANTERRA BANK,"ELDORADO, IL",Exact,No routing number registered in AZ; showing bank's routing number registered in IL
Arizona,AZ,Beal Bank USA,122487459,BEAL BANK USA,"LAS VEGAS, NV",Exact,No routing number registered in AZ; showing bank's routing number registered in NV
Arizona,AZ,Bell Bank,091310521,BELL BANK,"FARGO, ND",Exact,No routing number registered in AZ; showing bank's routing number registered in ND
Arizona,AZ,Busey Bank,071100117,BUSEY BANK,"CHAMPAIGN, IL",Exact,No routing number registered in AZ; showing bank's routing number registered in IL
Arizona,AZ,Busey Bank,071100719,BUSEY BANK,"CHAMPAIGN, IL",Exact,No routing number registered in AZ; showing bank's routing number registered in IL
Arizona,AZ,Busey Bank,071101967,BUSEY BANK,"CHAMPAIGN, IL",Exact,No routing number registered in AZ; showing bank's routing number registered in IL
Arizona,AZ,Columbia Bank,055000165,THE COLUMBIA BANK,"EAST PETERSBURG, PA",Exact,No routing number registered in AZ; showing bank's routing number registered in PA
Arizona,AZ,Columbia Bank,055002338,THE COLUMBIA BANK,"EAST PETERSBURG, PA",Exact,No routing number registered in AZ; showing bank's routing number registered in PA
Arizona,AZ,Columbia Bank,055002862,THE COLUMBIA BANK,"EAST PETERSBURG, PA",Exact,No routing number registered in AZ; showing bank's routing number registered in PA
Arizona,AZ,Commerce Bank,071100010,COMMERCE BANK,"KANSAS CITY, MO",Exact,No routing number registered in AZ; showing bank's routing number registered in MO
Arizona,AZ,Commerce Bank,081004591,COMMERCE BANK,"KANSAS CITY, MO",Exact,No routing number registered in AZ; showing bank's routing number registered in MO
Arizona,AZ,Commerce Bank,081025208,COMMERCE BANK,"KANSAS CITY, MO",Exact,No routing number registered in AZ; showing bank's routing number registered in MO
Arizona,AZ,Enterprise Bank & Trust,081006162,ENTERPRISE BANK AND TRUST,"ST. LOUIS, MO",Exact,No routing number registered in AZ; showing bank's routing number registered in MO
Arizona,AZ,Enterprise Bank & Trust,081012952,ENTERPRISE BANK & TRUST,"ST LOUIS, MO",Exact,No routing number registered in AZ; showing bank's routing number registered in MO
Arizona,AZ,Enterprise Bank & Trust,101001720,ENTERPRISE BANK AND TRUST,"ST LOUIS, MO",Exact,No routing number registered in AZ; showing bank's routing number registered in MO
Arizona,AZ,"Fifth Third Bank, National Association",053100737,FIFTH THIRD BANK NA,"CINCINNATI, OH",Exact,No routing number registered in AZ; showing bank's routing number registered in OH
Arizona,AZ,"First American Trust, FSB",122241255,"FIRST AMERICAN TRUST, FSB","SANTA ANA, CA",Exact,No routing number registered in AZ; showing bank's routing number registered in CA
Arizona,AZ,First Fidelity Bank,091403548,FIRST FIDELITY BANK,"MURDO, SD",Exact,No routing number registered in AZ; showing bank's routing number registered in SD
Arizona,AZ,First Fidelity Bank,091403865,FIRST FIDELITY BANK,"BURKE, SD",Exact,No routing number registered in AZ; showing bank's routing number registered in SD
Arizona,AZ,First Fidelity Bank,091408996,FIRST FIDELITY BANK,"COLOME, SD",Exact,No routing number registered in AZ; showing bank's routing number registered in SD
Arizona,AZ,First International Bank & Trust,091305031,FIRST INTERNATIONAL BANK & TRUST,"WATFORD CITY, ND",Exact,No routing number registered in AZ; showing bank's routing number registered in ND
Arizona,AZ,First International Bank & Trust,091311177,FIRST INTERNATIONAL BANK & TRUST,"WATFORD CITY, ND",Exact,No routing number registered in AZ; showing bank's routing number registered in ND
Arizona,AZ,First Internet Bank of Indiana,074014187,FIRST INTERNET BANK OF INDIANA,"INDIANAPOLIS, IN",Exact,No routing number registered in AZ; showing bank's routing number registered in IN
Arizona,AZ,First National Bank Texas,111906271,FIRST NATIONAL BANK TEXAS,"KILLEEN, TX",Exact,No routing number registered in AZ; showing bank's routing number registered in TX
Arizona,AZ,First National Bank Texas,111926057,FIRST NATIONAL BANK TEXAS,"KILLEEN, TX",Exact,No routing number registered in AZ; showing bank's routing number registered in TX
Arizona,AZ,First National Bank Texas,122106455,FIRST NATIONAL BANK TEXAS,"KILLEEN, TX",Exact,No routing number registered in AZ; showing bank's routing number registered in TX
Arizona,AZ,First Savings Bank,081308705,FIRST SAVINGS BANK,"CORYDON, IN",Exact,No routing number registered in AZ; showing bank's routing number registered in IN
Arizona,AZ,First Savings Bank,083906684,FIRST SAVINGS BANK,"CORYDON, IN",Exact,No routing number registered in AZ; showing bank's routing number registered in IN
Arizona,AZ,First Savings Bank,083912393,FIRST SAVINGS BANK,"CORYDON, IN",Exact,No routing number registered in AZ; showing bank's routing number registered in IN
Arizona,AZ,First Western Bank & Trust,091017552,FIRST WESTERN BANK & TRUST,"MINOT, ND",Exact,No routing number registered in AZ; showing bank's routing number registered in ND
Arizona,AZ,First Western Bank & Trust,091310440,FIRST WESTERN BANK & TRUST,"MINOT, ND",Exact,No routing number registered in AZ; showing bank's routing number registered in ND
Arizona,AZ,First Western Trust Bank,102007011,FIRST WESTERN TRUST BANK,"DENVER, CO",Exact,No routing number registered in AZ; showing bank's routing number registered in CO
Arizona,AZ,First Western Trust Bank,122106413,FIRST WESTERN TRUST BANK,"DENVER, CO",Exact,No routing number registered in AZ; showing bank's routing number registered in CO
Arizona,AZ,First-Citizens Bank & Trust Company,031207856,FIRST-CITIZENS BANK & TRUST CO,"RALEIGH, NC",Exact,No routing number registered in AZ; showing bank's routing number registered in NC
Arizona,AZ,First-Citizens Bank & Trust Company,031918637,FIRST-CITIZENS BANK & TRUST CO,"RALEIGH, NC",Exact,No routing number registered in AZ; showing bank's routing number registered in NC
Arizona,AZ,First-Citizens Bank & Trust Company,067013124,FIRST-CITIZENS BANK & TRUST COMPANY,"RALEIGH, NC",Exact,No routing number registered in AZ; showing bank's routing number registered in NC
Arizona,AZ,"Flagstar Bank, National Association",065203648,THE BANK,"JENNINGS, LA",Exact,No routing number registered in AZ; showing bank's routing number registered in LA
Arizona,AZ,"Flagstar Bank, National Association",073906872,BANK,"MORNING SUN, IA",Exact,No routing number registered in AZ; showing bank's routing number registered in IA
Arizona,AZ,"Flagstar Bank, National Association",101105969,THE BANK,"OBERLIN, KS",Exact,No routing number registered in AZ; showing bank's routing number registered in KS
Arizona,AZ,Gainey Business Bank,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Arizona,AZ,Gateway Commercial Bank,122106316,GATEWAY COMMERCIAL BANK,"MESA, AZ",Exact,
Arizona,AZ,Gateway Commercial Bank,122106390,GATEWAY COMMERCIAL BANK,"MESA, AZ",Exact,
Arizona,AZ,Gateway First Bank,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Arizona,AZ,Glacier Bank,092101030,GLACIER BANK,"KALISPELL, MT",Exact,No routing number registered in AZ; showing bank's routing number registered in MT
Arizona,AZ,Glacier Bank,092900613,GLACIER BANK,"HELENA, MT",Exact,No routing number registered in AZ; showing bank's routing number registered in MT
Arizona,AZ,Glacier Bank,092901175,GLACIER BANK,"HELENA, MT",Exact,No routing number registered in AZ; showing bank's routing number registered in MT
Arizona,AZ,"Goldwater Bank, N.A.",122106277,GOLDWATER BANK NA,"PHOENIX, AZ",Exact,
Arizona,AZ,Gulf Coast Bank and Trust Company,265070435,GULF COAST BANK & TRUST COMPANY,"NEW ORLEANS, LA",Exact,No routing number registered in AZ; showing bank's routing number registered in LA
Arizona,AZ,Integro Bank,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Arizona,AZ,"JPMorgan Chase Bank, National Association",021000021,JPMORGAN CHASE,"TAMPA, FL",Exact,No routing number registered in AZ; showing bank's routing number registered in FL
Arizona,AZ,"JPMorgan Chase Bank, National Association",021000128,JPMORGAN CHASE,"TAMPA, FL",Exact,No routing number registered in AZ; showing bank's routing number registered in FL
Arizona,AZ,"JPMorgan Chase Bank, National Association",021031207,JPMORGAN CHASE,"TAMPA, FL",Exact,No routing number registered in AZ; showing bank's routing number registered in FL
Arizona,AZ,KS StateBank,101101536,KS STATEBANK,"MANHATTAN, KS",Exact,No routing number registered in AZ; showing bank's routing number registered in KS
Arizona,AZ,MidFirst Bank,102007008,MIDFIRST BANK,"OKLAHOMA CITY, OK",Exact,No routing number registered in AZ; showing bank's routing number registered in OK
