State,Institution Name,Routing Numbers
North Carolina,The First Bank and Trust Company,051404464
Tennessee,TruPoint Bank,051403672
Texas,UNIVERSITY,
Alabama,VALLEY,
Minnesota,W S S C,
Louisiana,Washington State Bank,065202461
Texas,ADVANCIAL,311078857
Illinois,Byline Bank,071001533
Missouri,CIBC Bank USA,061020113
Illinois,CORPORATE AMERICA FAMILY,271987075
Texas,Commonwealth Business Bank,122043864
Kentucky,DELTA COMMUNITY,261071315
Missouri,Enterprise Bank & Trust,081006162
Georgia,Exchange Bank,061101786
Texas,FIREFIGHTERS FIRST,322078341
Iowa,F&M Bank,061112830
Nebraska,First Interstate Bank,092901683
Florida,First Southern Bank,053208011
Tennessee,Gateway First Bank,103112552
Florida,Hancock Whitney Bank,062101219
Texas,Independent Bank,102104419
Illinois,Liberty Bank,081214161
Texas,MEMBERS CHOICE,313083196
Florida,Members Trust Company,063192612
Texas,Open Bank,122043958
Illinois,Royal Business Bank,026013408
Wisconsin,Security Bank,091806242
Tennessee,The Citizens Bank,064000185
North Carolina,The Park National Bank,041201512
Texas,Trustmark Bank,065300279
Indiana,Union Savings Bank,011102502
Wisconsin,Unity Bank,091808363
Illinois,AMG National Trust Bank,107007346
Illinois,American Bank of Freedom,081518058
Indiana,Banterra Bank,081215597
Michigan,COMMUNITY FIRST,272486724
Florida,Centennial Bank,063107623
Colorado,Columbia Bank,055000165
Florida,ENCORE BANK,082008583
Georgia,East West Bank,011002877
Indiana,FEDEX EMPLOYEES CREDIT ASSOCIATION,284084350
North Carolina,Farmers & Merchants Bank,053103640
Illinois,"First Financial Bank, National Association",071100858
Illinois,First Security Bank,082901774
California,HONDA,322275746
Colorado,MidFirst Bank,102007008
Louisiana,NUCOR EMPLOYEE'S,253278980
Illinois,POLISH & SLAVIC,226082022
Illinois,Preferred Bank,071125943
Massachusetts,SELFRELIANCE,271080817
Kansas,Security State Bank,101101057
Missouri,Simmons Bank,064201612
Illinois,"TBK BANK, SSB",071104647
Iowa,The Farmers State Bank,073908045
Iowa,Union State Bank,073903150
Illinois,"Associated Bank, National Association",075000941
Illinois,Beal Bank USA,122487459
Iowa,Central Bank,073903503
Colorado,ENT,307070005
Tennessee,"FSNB, National Association",103112675
Kentucky,FirstBank,061107010
California,"Magnolia Bank, Incorporated",083906888
Pennsylvania,Manufacturers and Traders Trust Company,221272316
Iowa,Nicolet National Bank,075901642
Alabama,ServisFirst Bank,061121122
Pennsylvania,The Bank of New York Mellon,011001234
Massachusetts,UKRAINIAN,222382221
Indiana,"WesBanco Bank, Inc.",042202219
Missouri,"Armed Forces Bank, National Association",122243017
California,Bank OZK,026013291
Illinois,Bank of Hope,021214325
Wisconsin,CREDIT UNION 1,271188081
Kentucky,Citizens Bank,042104469
Texas,City National Bank,111304637
Iowa,Community Bank,073905718
Nebraska,Farmers and Merchants Bank,101104122
Colorado,First National Bank of Omaha,071902629
Missouri,Great Southern Bank,071126269
Virginia,Hanmi Bank,061106150
Nebraska,Northwest Bank,073902290
Virginia,SELF-HELP,253184841
Massachusetts,"TD Bank, National Association",021101425
Missouri,The Central Trust Bank,086519609
Alabama,United Bank,011110633
Oklahoma,Busey Bank,071100117
Alabama,Metro City Bank,061104848
Colorado,NORTHROP GRUMMAN,322276088
Massachusetts,"The Bank of New York Mellon Trust Company, National Association",
Nebraska,Commerce Bank,071100010
Texas,First Horizon Bank,061120152
Virginia,First National Bank,051403041
Colorado,KeyBank National Association,011807043
Georgia,Liberty Bank and Trust Company,065002108
Iowa,Old National Bank,072413638
New Jersey,PENTAGON,256078446
Michigan,"Wilmington Trust, National Association",022313005
Massachusetts,CIBC National Trust Company,071006486
Michigan,COMMUNITYAMERICA,301081508
New Jersey,"Citizens Bank, National Association",011001331
North Carolina,First Community Bank,043308277
Missouri,TOGETHER,281082915
Louisiana,United Community Bank,065401107
Illinois,"BNY Mellon, National Association",031300821
Iowa,Farmers State Bank,073908045
Illinois,First State Bank,071114491
Florida,BAXTER,271992400
Wisconsin,BAXTER,271992400
Pennsylvania,First Bank,021214163
Ohio,Truist Bank,031204710
Minnesota,"UMB Bank, National Association",111015748
Georgia,"Fifth Third Bank, National Association",053100737
Georgia,Peoples Bank,061112092
Tennessee,Peoples Bank,064103464
Louisiana,Regions Bank,051009296
Indiana,Woodforest National Bank,044115809
Colorado,BMO Bank National Association,063113727
Texas,BMO Bank National Association,063113727
Nebraska,First-Citizens Bank & Trust Company,031207856
Georgia,Pinnacle Bank,061101294
Virginia,Pinnacle Bank,042101886
Indiana,The Huntington National Bank,041000153
Texas,The Huntington National Bank,041000153
Kentucky,U.S. Bank National Association,011501747
Alabama,NAVY FEDERAL CREDIT UNION,256074974
Missouri,NAVY FEDERAL CREDIT UNION,256074974
Virginia,NAVY FEDERAL CREDIT UNION,256074974
Massachusetts,"PNC Bank, National Association",021200575
Virginia,"PNC Bank, National Association",021200575
Kentucky,Bank of England,082902139
Texas,Bank of England,082902139
Iowa,"Wells Fargo Bank, National Association",026073079
Pennsylvania,"Wells Fargo Bank, National Association",026073079
Illinois,"Bank of America, National Association",071000505
New Jersey,"Bank of America, National Association",011000138
Alabama,"JPMorgan Chase Bank, National Association",021000021
Louisiana,"JPMorgan Chase Bank, National Association",021000021
Oklahoma,"JPMorgan Chase Bank, National Association",021000021
New Jersey,1ST BERGEN,
Illinois,1st Equity Bank,071925693
Michigan,4FRONT,
Kentucky,ABOUND,
Texas,ACCESS COMMUNITY,
Pennsylvania,ACNB Bank,031309945
Pennsylvania,AFFILIATED TRADES,
Massachusetts,ALL ONE,
Indiana,ALLEGIUS,
North Carolina,ALLVAC SAVINGS AND,
Illinois,ALTON MUNICIPAL EMPLOYEES,
California,AMERICA'S CHRISTIAN,
Alabama,ANDALUSIA MILLS EMPLOYEES CREDIT AS,
Louisiana,ARABI SUGAR WORKERS,
Virginia,ARGENT,
California,ARROWHEAD,
Minnesota,ASSOCIATED HEALTHCARE,
Massachusetts,ATTLEBORO M E,
Minnesota,AUSTIN CITY EMPLOYEES,
Alabama,AZALEA CITY,
Nebraska,Adams County Bank,104907708
Texas,Alliance Bank Central Texas,111911156
Illinois,Amalgamated Bank of Chicago,071003405
Oklahoma,American Bank and Trust Company,065205031
Utah,American Express National  Bank,124071889
California,American Riviera Bank,122244155
Kansas,Andover State Bank,101112046
Minnesota,Arlington State Bank,091904322
Kansas,Astra Bank,101102344
Texas,Avana Bank,111311743
California,BAKERSFIELD CITY EMPLOYEES,
Tennessee,BASF CHATTANOOGA,
Virginia,BAYLANDS FAMILY,
Virginia,BEACH MUNICIPAL,
Utah,BERKELEY COUNTY PUBLIC SCHOOLS,
Alabama,BHM Bank,
Minnesota,BLAZE,
California,BLUPEAK,
Missouri,BOTHWELL HOSPITAL EMPLOYEES,
Texas,BRAZOS STAR,
Florida,BRIGHTSTAR,
Florida,BROWARD HEALTHCARE,
Pennsylvania,B. BRAUN,
Texas,Bandera Bank,114918305
California,Bank Irvine,122245387
Kentucky,Bank of Cadiz and Trust Company,
Kentucky,Bank of Columbia,083903098
Tennessee,Bank of Dickson,064108236
Illinois,Bank of Farmington,071105882
Nebraska,Bank of Hartington,104110977
Illinois,Bank of Kampsville,081913860
California,Bank of Marin,121141877
Illinois,Bank of O'Fallon,081023019
Utah,Bank of Utah,124300107
Illinois,Bank of Yates City,071116813
Tennessee,Bank3,084304968
Tennessee,BankTennessee,064109358
Illinois,"Barrington Bank & Trust Company, National Association",071925651
Michigan,Baybank,091102894
North Carolina,"Belmont Savings Bank, SSB",253170088
Wisconsin,Black River Country Bank,075906032
Nebraska,Boelus State Bank,104906602
Missouri,Branson Bank,081518919
Massachusetts,Bristol County Savings Bank,
Illinois,Buena Vista National Bank,081905292
Louisiana,CABOT EMPLOYEES,
Florida,CALHOUN LIBERTY,
California,CAMINO,
Texas,CAPROCK SANTA FE,
Iowa,CASEBINE COMMUNITY,
Texas,CEN TEX MANUFACTURING,
Kansas,CENTRAL KANSAS EDUCATION,
Virginia,CENTRAL VIRGINIA,
Alabama,CHAMPION COMMUNITY,
Michigan,CHIEF FINANCIAL,
Ohio,CHRISTO REY,
Pennsylvania,CITADEL,
Missouri,CIVIC CENTRAL,
Tennessee,CLEVELAND-BRADLEY CTY TEACHER,
Minnesota,CO-OP CREDIT UNION OF MONTEVIDEO,
Florida,COASTLINE,
Colorado,COLORADO,
California,COMMONWEALTH CENTRAL,
Florida,COMMUNITY FIRST CREDIT UNION OF FLO,
Michigan,COMMUNITY WEST,
Louisiana,CONCORDIA PARISH SCHOOL EMP,
Florida,CONTAINER MUTUAL,
Georgia,CORE,
Pennsylvania,CORRY,
Ohio,CREDIT UNION OF OHIO,
Indiana,CROSSROADS FINANCIAL,
Iowa,CUSB Bank,073903286
California,California Pacific Bank,121038265
Wisconsin,Capitol Bank,075912806
North Carolina,Cedar Hill National Bank,053012906
Indiana,Centier Bank,071902878
Kentucky,"Century Bank of Kentucky, Inc.",
Colorado,Champion Bank,107006897
Virginia,Chesapeake Bank,051403779
Minnesota,Citizens Alliance Bank,091904856
Oklahoma,Citizens Bank of Ada,103101330
Missouri,Citizens Bank of the Midwest,081518139
Texas,Citizens National Bank of Crosbyton,111313631
Indiana,"Citizens State Bank of New Castle, Indiana",074902082
Wisconsin,"Clare Bank, National Association",075902052
Florida,Climate First Bank,063117011
Wisconsin,Collins State Bank,075908276
California,Commerce West Bank,122243334
Missouri,Commercial Trust Company of Fayette,101902735
Missouri,Community Bank of El Dorado Springs,101204022
Missouri,Community Bank of Raymore,101003773
Illinois,Community First Bank of the Heartland,081212600
Ohio,Community Savings,244170259
Louisiana,Concordia Bank & Trust Company,
Nebraska,Corn Growers State Bank,104913750
Massachusetts,Country Bank for Savings,211870980
New Jersey,Crest Savings Bank,231271501
Kentucky,Cumberland Valley National Bank & Trust Company,
Illinois,DECATUR POSTAL,
California,DELTA SCHOOLS,
Iowa,DES MOINES FIRE DEPARTMENT,
California,DIABLO VALLEY,
Ohio,DN COMMUNITY,
California,DOWNEY,
Texas,"Dallas Capital Bank, National Association",111904503
Massachusetts,Dedham Institution for Savings,
Texas,Diamond Bank,082903439
Texas,E M O T,
Alabama,EAST ALABAMA COMMUNITY,
Texas,EASTEX,
Texas,EDUCATION,
Florida,EGLIN,
Indiana,ELEMENTS FINANCIAL,
Minnesota,ELY AREA,
Tennessee,EMPLOYEE RESOURCES,
Indiana,ENCOMPASS,
Kansas,ENVISTA,
Pennsylvania,ERIE POLICE,
Indiana,EVANSVILLE FIREFIGHTERS,
Kentucky,EXPREE,
California,Eastern International Bank,322286256
Kansas,Elk State Bank,101103754
Nebraska,Equitable Bank,304971932
Colorado,Evergreen National Bank,107003861
California,F & A,
Ohio,FALLS CATHOLIC,
Texas,FANNIN,
Missouri,FCNB Bank,081510593
Wisconsin,FERKO MD,
Indiana,FINANCIAL HEALTH,
Ohio,FIREFIGHTERS & COMPANY,
Texas,FIRST CENTRAL,
New Jersey,FIRST FINANCIAL,
Illinois,FIRST NORTHERN,
Indiana,FIRST TRUST,
Louisiana,FLEUR-DE-LIS,
Colorado,FMS Bank,107003942
Wisconsin,FOCUS,
New Jersey,FORT DIX,
Wisconsin,FORTE BANK,075902463
Michigan,FRANKENMUTH,
Michigan,FREESTAR FINANCIAL,
Virginia,FRONT ROYAL,
Ohio,Fairfield Federal Savings and Loan Association of Lancaster,244171245
Kentucky,Farmers Bank and Trust Company,083902316
Minnesota,Farmers State Bank of Underwood,091212687
Kansas,Farmers and Drovers Bank,101102166
Minnesota,Farmers and Merchants State Bank of Pierz,091908988
Louisiana,Feliciana Bank & Trust Company,065202186
Louisiana,First American Bank and Trust,
Minnesota,First Bank & Trust,065002289
Georgia,First Bank of Pike,061106655
Iowa,First Central State Bank,073910091
Alabama,First Community Bank of Central Alabama,
Tennessee,First Farmers & Commercial Bank,064102944
Alabama,"First Federal Bank, A FSB",
Pennsylvania,First Federal Savings and Loan Association of Greene Co,243374234
Tennessee,First Freedom Bank,064109086
Alabama,First Metro Bank,
Oklahoma,First National Bank & Trust Company of McAlester,103100218
Nebraska,First National Bank in Ord,104101465
Texas,First National Bank of Dublin,111915770
Michigan,First National Bank of Michigan,072414239
Iowa,"First National Bank, Ames, Iowa",
Tennessee,First Peoples Bank of Tennessee,064202828
Minnesota,First Security Bank - Sleepy Eye,091205607
Texas,First State Bank and Trust Company,081505155
Illinois,First State Bank of Campbell Hill,081220524
Georgia,First State Bank of Randolph County,
Oklahoma,First Summit Bank,103103503
Minnesota,First Western Bank & Trust,091017552
Nebraska,Five Points Bank of Hastings,104905616
Massachusetts,Florence Bank,211871688
Colorado,Four Corners Community Bank,102104587
Iowa,Freedom Financial Bank,073922704
Virginia,G E A EMPLOYEES,
Alabama,GARDEN ISLAND,
Ohio,GEAUGA,
Georgia,GEORGIA GUARD,
Georgia,GLYNN COUNTY FEDERAL EMPLOYEES,
Texas,GOLDEN TRIANGLE,
New Jersey,GOYA FOODS EMPLOYEES,
Ohio,GREATER CLEVELAND COMMUNITY,
Texas,GREATER TEXAS,
Texas,GULF SHORE,
Minnesota,Gate City Bank,291370918
Georgia,Georgia First Bank,
Illinois,Gold Coast Bank,071026848
Minnesota,Grand Rapids State Bank,091211170
Wisconsin,"Great Midwest Bank, S.S.B.",275971906
Texas,Guadalupe Bank,114925864
Colorado,Gunnison Savings and Loan Association,302170340
Ohio,HANCOCK,
Ohio,HARVEST,
Michigan,HEALTH ADVANTAGE,
Tennessee,HEALTHNET,
Virginia,HENRICO,
Illinois,HERSHEY ROBINSON EMPLOYEES,
Texas,HIGHWAY DISTRICT 2,
New Jersey,HOBOKEN SCHOOL EMPLOYEES,
Michigan,HOME,
Ohio,HOPEWELL,
Massachusetts,HTM,
Kansas,Halstead Bank,101103835
New Jersey,Haven Savings Bank,021213410
Illinois,Heritage Bank of Schaumburg,071924131
Minnesota,Highland Bank,091005302
Indiana,Home Bank SB,274970649
Ohio,Home Savings Bank of Wapakoneta,242374361
Nebraska,Homestead Bank,104902376
Texas,"Horizon Bank, SSB",111907940
Michigan,IGNITE,
Ohio,"IMPACT CREDIT UNION, INC.",
Iowa,INDUSTRIAL EMPLOYEES,
Florida,INSIGHT,
Michigan,INTERNATIONAL UAW,
Michigan,ISABELLA COMMUNITY,
California,I.L.W.U.,
Wisconsin,Independence State Bank,091805683
Kansas,Integrity Bank,091216104
Iowa,Iowa State Bank,073000794
Tennessee,JACK DANIEL EMPLOYEES,
Massachusetts,JEANNE D'ARC,
Pennsylvania,JOHNSTOWN SCHOOL EMPLOYEES,
Louisiana,JUDICIAL & JUSTICE,
Virginia,John Marshall Bank,056009356
Kentucky,K I T,
Kansas,KC FAIRFAX,
Tennessee,KNOXVILLE TVA EMPLOYEES,
Kansas,K.U.M.C.,
Minnesota,Key Community Bank,096016888
Tennessee,L G & W,
Michigan,LAKE SUPERIOR,
Pennsylvania,LANCASTER RED ROSE,
California,LBS FINANCIAL,
Iowa,LEE COUNTY,
Pennsylvania,LESCO,
Michigan,LIMESTONE FINANCIAL,
North Carolina,LITHIUM,
Ohio,LOCAL 50 PLUMBERS & STEAMFTRS,
California,LOGIX,
California,LOS ANGELES POLICE,
California,L. A. ELECTRICAL WORKERS CREDIT UN.,
Minnesota,Lake Central Bank,091904610
Missouri,Lamar Bank and Trust Company,101202875
Virginia,Lee Bank and Trust Company,051404163
Utah,"Liberty Bank, Inc.",124002942
North Carolina,Live Oak Banking Company,053112822
Illinois,Longview Community Bank,071107220
Louisiana,M C Bank & Trust Company,
Massachusetts,MALDEN,
Michigan,MARSHALL COMMUNITY,
Massachusetts,MASSACHUSETTS FAMILY,
Pennsylvania,MC,
Virginia,MCNB Bank and Trust Co.,051501723
Minnesota,MEMBERS COOPERATIVE,
Georgia,MEMBERSFIRST,
Illinois,MERCER,
Massachusetts,MESSIAH BAPTIST-JUBILEE,
Florida,MIAMI,
Kansas,MID PLAINS,
Iowa,MIDLAND,
Texas,MIL-WAY,
Minnesota,MINNESOTA VALLEY,
Alabama,MOBILE POSTAL,
Virginia,MOSAIC,
Minnesota,MOWER COUNTY CATHOLIC PARISHES,
Missouri,MULTI-STATES,
Alabama,MUTUAL SAVINGS,
Pennsylvania,M.A.B.C.,
Georgia,Magnolia State Bank,065302468
Iowa,Maquoketa State Bank,073922351
Illinois,Marseilles Bank,071921956
Texas,Maverick Bank,112314066
North Carolina,Mechanics & Farmers Bank,053010665
Alabama,Merit Bank,062206813
Missouri,Mid America Bank,081514748
Illinois,Midland Federal Savings and Loan Association,271970299
Alabama,Millennial Bank,062206279
California,Mission Bank,122242050
Iowa,Montezuma State Bank,073905653
Iowa,Mount Vernon Bank and Trust Company,073904751
Louisiana,Mutual Savings and Loan Association,
Nebraska,NEBRASKA ENERGY,
New Jersey,NEW BRUNSWICK POSTAL,
Utah,NEW HEIGHTS,
Louisiana,NEW ORLEANS PUBLIC BELT RAILROAD,
Massachusetts,NORFOLK COMMUNITY,
Pennsylvania,NORTH DISTRICTS,
Indiana,NORTHERN INDIANA,
Georgia,NORTHSIDE,
Illinois,NUMARK,
Louisiana,N.O. PORT COMMISSION EMPLOYEES,
Colorado,"Native American Bank, National Association",
Iowa,New Albin Savings Bank,073909015
Texas,NewFirst National Bank,113104796
Missouri,"North American Savings Bank, F.S.B.",301071631
Minnesota,North Star Bank,096000959
Minnesota,Northern State Bank of Thief River Falls,
Texas,ODESSA EMPLOYEES,
Oklahoma,OKLAHOMA,
Nebraska,OMAHA DOUGLAS,
Texas,ONE SOURCE,
California,ORANGE COUNTY'S,
Michigan,OUR,
Georgia,Oconee State Bank,061113282
Wisconsin,One Community Bank,075912275
Indiana,Owen County State Bank,074912865
Pennsylvania,PACE RESOURCES,
Texas,PAMPA TEACHERS,
Virginia,PARK VIEW,
New Jersey,PATERSON POLICE,
Georgia,PEACH STATE,
Pennsylvania,PENN-TRAFFORD SCHOOL EMP.,
Illinois,PEORIA BELL,
New Jersey,PICATINNY,
Pennsylvania,PINPOINT,
Virginia,PLANTERS,
Virginia,POLY SCIENTIFIC EMPLOYEES,
Texas,PORT OF HOUSTON,
Texas,POSTEL FAMILY,
Ohio,PRESIDENTS,
Florida,PRIORITYONE CREDIT UNION OF FLORIDA,
Missouri,PSB Bank,081508466
Louisiana,P.H.I.,
Florida,Paradise Bank,067015795
Massachusetts,Pentucket  Bank,211370066
Illinois,Peoples Bank of Kankakee County,071923404
Illinois,Peoples National Bank of Kewanee,
Illinois,Peru Federal Savings Bank,271973128
Texas,Pilgrim Bank,111308578
Georgia,Planters First Bank,
Pennsylvania,Port Richmond Savings,236074855
Alabama,Premier Bank of the South,062203890
Iowa,Primebank,073902313
Louisiana,Progressive National Bank,111103168
Kansas,QUANTUM,
Texas,RAIZ,
Georgia,"RBC Bank, (Georgia) National Association",
California,REDWOOD,
Tennessee,RESOURCE,
Georgia,RIG EMPLOYEES,
Louisiana,RIVERLAND,
Texas,ROCKDALE,
Louisiana,Rayne State Bank & Trust Company,
Pennsylvania,Reliance Savings Bank,231375397
Wisconsin,River Falls State Bank,091810979
Tennessee,"RockPointBank, National Association",061309520
Ohio,S AND J SCHOOL EMPLOYEES,
Michigan,SAFE HARBOR,
Virginia,SALEM VA MEDICAL CENTER,
California,SAN FRANCISCO LEE,
Massachusetts,SANTO CHRISTO,
Wisconsin,SCHOOL EMPLOYEES,
Texas,SECURED ADVANTAGE,
Illinois,SERVICE PLUS,
Ohio,SHAKER HEIGHTS,
Texas,SHELL,
Iowa,SIOUX VALLEY COMMUNITY,
Kansas,SKYWARD,
Utah,SNAKE RIVER,
Massachusetts,SOMERVILLE MASS FIREFIGHTERS,
Michigan,SOUTH CENTRAL,
Michigan,SOUTHEAST MICHIGAN STATE EMPLOYEES,
Texas,SOUTHERN STAR,
Texas,SOUTHWEST RESEARCH CENTER,
Illinois,SPRINGFIELD CITY EMPLOYEES,
Colorado,STAR TECH,
Pennsylvania,STEAMFITTERS PHILA,
Michigan,STRAITS AREA,
Iowa,ST. ATHANASIUS,
Massachusetts,ST. MICHAELS FALL RIVER,
Virginia,SUMMIT HAMPTON ROADS,
Massachusetts,SYMPHONY,
Iowa,Sanborn Savings Bank,073905637
Illinois,"Schaumburg Bank & Trust Company, National Association",071925677
Minnesota,Security Bank USA,091201258
Indiana,Security Federal Savings Bank,274970607
Minnesota,Security State Bank of Oklee,
Illinois,Shelby County State Bank,071104692
Ohio,"Signature Bank, National Association",041215621
Iowa,Solon State Bank,073921446
Georgia,South Georgia Banking Company,
Tennessee,Southern Bank of Tennessee,064208453
Texas,Southwest Heritage Bank,122106251
Ohio,Spring Valley Bank,042215468
Missouri,St. Johns Bank and Trust Company,081017575
Minnesota,State Bank of Bellingham,091216340
Illinois,State Bank of Graymont,071118222
Iowa,State Bank of Schaller,073908511
Nebraska,State Nebraska Bank & Trust,104901335
Kansas,Stryv Bank,101102920
Alabama,Sweet Water State Bank,062104290
Michigan,TANDEM,
Michigan,TBA,
Illinois,TEE-PAK,
Tennessee,TEN,
Texas,TEXAN SKY,
Texas,TEXAS LEE,
Massachusetts,THE ANDOVERS,
Ohio,THE HOME LOAN SAVINGS BANK,241270819
Pennsylvania,THE UNITED,
Indiana,TIPPECANOE,
California,TORRANCE COMMUNITY,
Kentucky,TRANSCEND,
New Jersey,TRENTON TEACHERS,
Florida,TROPICAL FINANCIAL,
